endorser,category,candidate,endorsement
SF Tenants Union,SF Proposition,O,No
SF Tenants Union,SF Proposition,P,No
SF Tenants Union,SF Proposition,Q,No
SF Tenants Union,SF Proposition,R,No
SF Tenants Union,SF Proposition,S,Yes
SF Tenants Union,SF Proposition,T,Abstain
SF Tenants Union,SF Proposition,U,No
SF Tenants Union,SF Proposition,V,No
SF Tenants Union,SF Proposition,W,Yes
SF Tenants Union,SF Proposition,X,Yes
SF Tenants Union,State Proposition,51,NA
SF Tenants Union,State Proposition,52,NA
SF Tenants Union,State Proposition,53,NA
SF Tenants Union,State Proposition,54,NA
SF Tenants Union,State Proposition,55,Yes
SF Tenants Union,State Proposition,56,NA
SF Tenants Union,State Proposition,57,Yes
SF Tenants Union,State Proposition,58,NA
SF Tenants Union,State Proposition,59,Yes
SF Tenants Union,State Proposition,60,NA
SF Tenants Union,State Proposition,61,NA
SF Tenants Union,State Proposition,62,Yes
SF Tenants Union,State Proposition,63,NA
SF Tenants Union,State Proposition,64,Yes
SF Tenants Union,State Proposition,65,NA
SF Tenants Union,State Proposition,66,No
SF Tenants Union,State Proposition,67,NA
SF Tenants Union,United States Senator,Kamala D. Harris,NA
SF Tenants Union,United States Senator,Loretta L. Sanchez,NA
SF YIMBY,"BART Director, District 7",Lateefah Simon,Yes
SF YIMBY,"BART Director, District 7",Roland Emerson,No
SF YIMBY,"BART Director, District 7",Will Roscoe,No
SF YIMBY,"BART Director, District 7",Zakhary Mallett,No
SF YIMBY,"BART Director, District 9",Bevan Dufty,No
SF YIMBY,"BART Director, District 9",Gywneth Borden,Yes
SF YIMBY,"BART Director, District 9",Michael Petraeus,No
SF YIMBY,"Judge of the Superior Court, Office No 7",Paul Henderson,Yes
SF YIMBY,"Judge of the Superior Court, Office No 7",Victor Hwang,No
SF YIMBY,"Member, Board of Education",Ian Kalin,NA
SF YIMBY,"Member, Board of Education",Jill Wynns,NA
SF YIMBY,"Member, Board of Education",Mark Sanchez,NA
SF YIMBY,"Member, Board of Education",Matt Haney,NA
SF YIMBY,"Member, Board of Education",Phil Kim,NA
SF YIMBY,"Member, Board of Education",Rachel Norton,NA
SF YIMBY,"Member, Board of Education",Rob Geller,NA
SF YIMBY,"Member, Board of Education",Stevon Cook,NA
SF YIMBY,"Member, Board of Education",Trevor McNeil,NA
SF YIMBY,"Member, Board of Supervisors, District 1",Andy Thornley,No
SF YIMBY,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
SF YIMBY,"Member, Board of Supervisors, District 1",David Lee,No
SF YIMBY,"Member, Board of Supervisors, District 1",Jason Jungreis,No
SF YIMBY,"Member, Board of Supervisors, District 1",Jonathan Lyens,No
SF YIMBY,"Member, Board of Supervisors, District 1",Marjan Philhour,Yes
SF YIMBY,"Member, Board of Supervisors, District 1",Richie Greenberg,No
SF YIMBY,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,No
SF YIMBY,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
SF YIMBY,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
SF YIMBY,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
SF YIMBY,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
SF YIMBY,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
SF YIMBY,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
SF YIMBY,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
SF YIMBY,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
SF YIMBY,"Member, Board of Supervisors, District 5",Dean Preston,No
SF YIMBY,"Member, Board of Supervisors, District 5",London Breed,Yes
SF YIMBY,"Member, Board of Supervisors, District 7",Ben Matranga,NA
SF YIMBY,"Member, Board of Supervisors, District 7",Joel Engardio,NA
SF YIMBY,"Member, Board of Supervisors, District 7",John Farrell,NA
SF YIMBY,"Member, Board of Supervisors, District 7",Mike Young,NA
SF YIMBY,"Member, Board of Supervisors, District 7",Norman Yee,NA
SF YIMBY,"Member, Board of Supervisors, District 9",Hillary Ronen,No
SF YIMBY,"Member, Board of Supervisors, District 9",Iswari Espana,No
SF YIMBY,"Member, Board of Supervisors, District 9",Joshua Arce,Yes
SF YIMBY,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
SF YIMBY,"Member, Community College Board",Alex Randolph,NA
SF YIMBY,"Member, Community College Board",Dr. Amy Bacharach,NA
SF YIMBY,"Member, Community College Board",Rafael Mandelman,NA
SF YIMBY,"Member, Community College Board",Shanell Williams,NA
SF YIMBY,"Member, Community College Board",Tom Temprano,NA
SF YIMBY,"Member, State Assembly, District 17",David Chiu,NA
SF YIMBY,"Member, State Assembly, District 17",Matthew Del Carlo,NA
SF YIMBY,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
SF YIMBY,"Member, State Assembly, District 19",Phil Ting,NA
SF YIMBY,"State Senator, District 11",Jane Kim,No
SF YIMBY,"State Senator, District 11",Scott Wiener,Yes
SF YIMBY,"United States Representative, District 12",Nancy Pelosi,NA
SF YIMBY,"United States Representative, District 12",Preston Picus,NA
SF YIMBY,"United States Representative, District 13",Barbara Lee,NA
SF YIMBY,"United States Representative, District 13",Sue Caro,NA
SF YIMBY,"United States Representative, District 14",Angel Cardenas,NA
SF YIMBY,"United States Representative, District 14",Jackie Speier,NA
SF YIMBY,President and Vice President,Donald J. Trump and Michael R. Pence,NA
SF YIMBY,President and Vice President,Gary Johnson and Bill Weld,NA
SF YIMBY,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
SF YIMBY,President and Vice President,Hillary Clinton and Tim Kaine,NA
SF YIMBY,President and Vice President,Jill Stein and Ajamu Baraka,NA
SF YIMBY,Regional Proposition,RR,Yes
SF YIMBY,SF Proposition,A,Yes
SF YIMBY,SF Proposition,B,Yes
SF YIMBY,SF Proposition,C,Yes
SF YIMBY,SF Proposition,D,No
SF YIMBY,SF Proposition,E,Yes
SF YIMBY,SF Proposition,F,Yes
SF YIMBY,SF Proposition,G,Yes
SF YIMBY,SF Proposition,H,No
SF YIMBY,SF Proposition,I,Yes
SF YIMBY,SF Proposition,J,Yes
SF YIMBY,SF Proposition,K,Yes
SF YIMBY,SF Proposition,L,No
SF YIMBY,SF Proposition,M,No
SF YIMBY,SF Proposition,N,Yes
SF YIMBY,SF Proposition,O,Yes
SF YIMBY,SF Proposition,P,Yes
SF YIMBY,SF Proposition,Q,No
SF YIMBY,SF Proposition,R,Abstain
SF YIMBY,SF Proposition,S,Yes
SF YIMBY,SF Proposition,T,Abstain
SF YIMBY,SF Proposition,U,No
SF YIMBY,SF Proposition,V,Yes
SF YIMBY,SF Proposition,W,Abstain
SF YIMBY,SF Proposition,X,No
SF YIMBY,State Proposition,51,Yes
SF YIMBY,State Proposition,52,Yes
SF YIMBY,State Proposition,53,No
SF YIMBY,State Proposition,54,No
SF YIMBY,State Proposition,55,Yes
SF YIMBY,State Proposition,56,Yes
SF YIMBY,State Proposition,57,Yes
SF YIMBY,State Proposition,58,Yes
SF YIMBY,State Proposition,59,Yes
SF YIMBY,State Proposition,60,Abstain
SF YIMBY,State Proposition,61,Abstain
SF YIMBY,State Proposition,62,Yes
SF YIMBY,State Proposition,63,Yes
SF YIMBY,State Proposition,64,Yes
SF YIMBY,State Proposition,65,No
SF YIMBY,State Proposition,66,No
SF YIMBY,State Proposition,67,Yes
SF YIMBY,United States Senator,Kamala D. Harris,NA
SF YIMBY,United States Senator,Loretta L. Sanchez,NA
SFWPC,"BART Director, District 7",Lateefah Simon,Yes
SFWPC,"BART Director, District 7",Roland Emerson,No
SFWPC,"BART Director, District 7",Will Roscoe,No
SFWPC,"BART Director, District 7",Zakhary Mallett,No
SFWPC,"BART Director, District 9",Bevan Dufty,Yes
SFWPC,"BART Director, District 9",Gywneth Borden,No
SFWPC,"BART Director, District 9",Michael Petraeus,No
SFWPC,"Judge of the Superior Court, Office No 7",Paul Henderson,No
SFWPC,"Judge of the Superior Court, Office No 7",Victor Hwang,Yes
SFWPC,"Member, Board of Education",Ian Kalin,No
SFWPC,"Member, Board of Education",Jill Wynns,No
SFWPC,"Member, Board of Education",Mark Sanchez,Yes
SFWPC,"Member, Board of Education",Matt Haney,Yes
SFWPC,"Member, Board of Education",Phil Kim,No
SFWPC,"Member, Board of Education",Rachel Norton,Yes
SFWPC,"Member, Board of Education",Rob Geller,No
SFWPC,"Member, Board of Education",Stevon Cook,Yes
SFWPC,"Member, Board of Education",Trevor McNeil,No
SFWPC,"Member, Board of Supervisors, District 1",Andy Thornley,No
SFWPC,"Member, Board of Supervisors, District 1",Brian J. Larkin,No
SFWPC,"Member, Board of Supervisors, District 1",David Lee,No
SFWPC,"Member, Board of Supervisors, District 1",Jason Jungreis,No
SFWPC,"Member, Board of Supervisors, District 1",Jonathan Lyens,No
SFWPC,"Member, Board of Supervisors, District 1",Marjan Philhour,No
SFWPC,"Member, Board of Supervisors, District 1",Richie Greenberg,No
SFWPC,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,Yes
SFWPC,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,No
SFWPC,"Member, Board of Supervisors, District 11",Ahsha Safai,No
SFWPC,"Member, Board of Supervisors, District 11",Berta Hernandez,No
SFWPC,"Member, Board of Supervisors, District 11",Francisco Herrera,No
SFWPC,"Member, Board of Supervisors, District 11",Kim Alvarenga,Yes
SFWPC,"Member, Board of Supervisors, District 11",Magdalena de Guzman,No
SFWPC,"Member, Board of Supervisors, District 3",Aaron Peskin,Yes
SFWPC,"Member, Board of Supervisors, District 3",Tim E. Donnelly,No
SFWPC,"Member, Board of Supervisors, District 5",Dean Preston,No
SFWPC,"Member, Board of Supervisors, District 5",London Breed,Yes
SFWPC,"Member, Board of Supervisors, District 7",Ben Matranga,No
SFWPC,"Member, Board of Supervisors, District 7",Joel Engardio,No
SFWPC,"Member, Board of Supervisors, District 7",John Farrell,No
SFWPC,"Member, Board of Supervisors, District 7",Mike Young,No
SFWPC,"Member, Board of Supervisors, District 7",Norman Yee,Yes
SFWPC,"Member, Board of Supervisors, District 9",Hillary Ronen,Yes
SFWPC,"Member, Board of Supervisors, District 9",Iswari Espana,No
SFWPC,"Member, Board of Supervisors, District 9",Joshua Arce,No
SFWPC,"Member, Board of Supervisors, District 9",Melissa San Miguel,No
SFWPC,"Member, Community College Board",Alex Randolph,No
SFWPC,"Member, Community College Board",Dr. Amy Bacharach,Yes
SFWPC,"Member, Community College Board",Rafael Mandelman,Yes
SFWPC,"Member, Community College Board",Shanell Williams,Yes
SFWPC,"Member, Community College Board",Tom Temprano,Yes
SFWPC,"Member, State Assembly, District 17",David Chiu,Yes
SFWPC,"Member, State Assembly, District 17",Matthew Del Carlo,No
SFWPC,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",No
SFWPC,"Member, State Assembly, District 19",Phil Ting,Yes
SFWPC,"State Senator, District 11",Jane Kim,Yes
SFWPC,"State Senator, District 11",Scott Wiener,No
SFWPC,"United States Representative, District 12",Nancy Pelosi,NA
SFWPC,"United States Representative, District 12",Preston Picus,NA
SFWPC,"United States Representative, District 13",Barbara Lee,NA
SFWPC,"United States Representative, District 13",Sue Caro,NA
SFWPC,"United States Representative, District 14",Angel Cardenas,NA
SFWPC,"United States Representative, District 14",Jackie Speier,NA
SFWPC,President and Vice President,Donald J. Trump and Michael R. Pence,NA
SFWPC,President and Vice President,Gary Johnson and Bill Weld,NA
SFWPC,President and Vice President,Gloria Estela La Riva and Dennis J. Banks,NA
SFWPC,President and Vice President,Hillary Clinton and Tim Kaine,NA
SFWPC,President and Vice President,Jill Stein and Ajamu Baraka,NA
SFWPC,Regional Proposition,RR,Yes
SFWPC,SF Proposition,A,Yes
SFWPC,SF Proposition,B,Yes
SFWPC,SF Proposition,C,Yes
SFWPC,SF Proposition,D,Abstain
SFWPC,SF Proposition,E,Yes
SFWPC,SF Proposition,F,Yes
SFWPC,SF Proposition,G,Yes
SFWPC,SF Proposition,H,Yes
SFWPC,SF Proposition,I,Yes
SFWPC,SF Proposition,J,Yes
SFWPC,SF Proposition,K,Yes
SFWPC,SF Proposition,L,Yes
SFWPC,SF Proposition,M,Yes
SFWPC,SF Proposition,N,Yes
SFWPC,SF Proposition,O,Abstain
SFWPC,SF Proposition,P,No
SFWPC,SF Proposition,Q,No
SFWPC,SF Proposition,R,No
SFWPC,SF Proposition,S,Yes
SFWPC,SF Proposition,T,Yes
SFWPC,SF Proposition,U,No
SFWPC,SF Proposition,V,Yes
SFWPC,SF Proposition,W,Yes
SFWPC,SF Proposition,X,Yes
SFWPC,State Proposition,51,Yes
SFWPC,State Proposition,52,Yes
SFWPC,State Proposition,53,No
SFWPC,State Proposition,54,No
SFWPC,State Proposition,55,Yes
SFWPC,State Proposition,56,Yes
SFWPC,State Proposition,57,Yes
SFWPC,State Proposition,58,Yes
SFWPC,State Proposition,59,Yes
SFWPC,State Proposition,60,No
SFWPC,State Proposition,61,Abstain
SFWPC,State Proposition,62,Yes
SFWPC,State Proposition,63,Yes
SFWPC,State Proposition,64,Yes
SFWPC,State Proposition,65,No
SFWPC,State Proposition,66,No
SFWPC,State Proposition,67,Yes
SFWPC,United States Senator,Kamala D. Harris,NA
SFWPC,United States Senator,Loretta L. Sanchez,NA
SPUR,"BART Director, District 7",Lateefah Simon,NA
SPUR,"BART Director, District 7",Roland Emerson,NA
SPUR,"BART Director, District 7",Will Roscoe,NA
SPUR,"BART Director, District 7",Zakhary Mallett,NA
SPUR,"BART Director, District 9",Bevan Dufty,NA
SPUR,"BART Director, District 9",Gywneth Borden,NA
SPUR,"BART Director, District 9",Michael Petraeus,NA
SPUR,"Judge of the Superior Court, Office No 7",Paul Henderson,NA
SPUR,"Judge of the Superior Court, Office No 7",Victor Hwang,NA
SPUR,"Member, Board of Education",Ian Kalin,NA
SPUR,"Member, Board of Education",Jill Wynns,NA
SPUR,"Member, Board of Education",Mark Sanchez,NA
SPUR,"Member, Board of Education",Matt Haney,NA
SPUR,"Member, Board of Education",Phil Kim,NA
SPUR,"Member, Board of Education",Rachel Norton,NA
SPUR,"Member, Board of Education",Rob Geller,NA
SPUR,"Member, Board of Education",Stevon Cook,NA
SPUR,"Member, Board of Education",Trevor McNeil,NA
SPUR,"Member, Board of Supervisors, District 1",Andy Thornley,NA
SPUR,"Member, Board of Supervisors, District 1",Brian J. Larkin,NA
SPUR,"Member, Board of Supervisors, District 1",David Lee,NA
SPUR,"Member, Board of Supervisors, District 1",Jason Jungreis,NA
SPUR,"Member, Board of Supervisors, District 1",Jonathan Lyens,NA
SPUR,"Member, Board of Supervisors, District 1",Marjan Philhour,NA
SPUR,"Member, Board of Supervisors, District 1",Richie Greenberg,NA
SPUR,"Member, Board of Supervisors, District 1",Sandra Lee Fewer,NA
SPUR,"Member, Board of Supervisors, District 1",Sherman R. D'Silva,NA
SPUR,"Member, Board of Supervisors, District 11",Ahsha Safai,NA
SPUR,"Member, Board of Supervisors, District 11",Berta Hernandez,NA
SPUR,"Member, Board of Supervisors, District 11",Francisco Herrera,NA
SPUR,"Member, Board of Supervisors, District 11",Kim Alvarenga,NA
SPUR,"Member, Board of Supervisors, District 11",Magdalena de Guzman,NA
SPUR,"Member, Board of Supervisors, District 3",Aaron Peskin,NA
SPUR,"Member, Board of Supervisors, District 3",Tim E. Donnelly,NA
SPUR,"Member, Board of Supervisors, District 5",Dean Preston,NA
SPUR,"Member, Board of Supervisors, District 5",London Breed,NA
SPUR,"Member, Board of Supervisors, District 7",Ben Matranga,NA
SPUR,"Member, Board of Supervisors, District 7",Joel Engardio,NA
SPUR,"Member, Board of Supervisors, District 7",John Farrell,NA
SPUR,"Member, Board of Supervisors, District 7",Mike Young,NA
SPUR,"Member, Board of Supervisors, District 7",Norman Yee,NA
SPUR,"Member, Board of Supervisors, District 9",Hillary Ronen,NA
SPUR,"Member, Board of Supervisors, District 9",Iswari Espana,NA
SPUR,"Member, Board of Supervisors, District 9",Joshua Arce,NA
SPUR,"Member, Board of Supervisors, District 9",Melissa San Miguel,NA
SPUR,"Member, Community College Board",Alex Randolph,NA
SPUR,"Member, Community College Board",Dr. Amy Bacharach,NA
SPUR,"Member, Community College Board",Rafael Mandelman,NA
SPUR,"Member, Community College Board",Shanell Williams,NA
SPUR,"Member, Community College Board",Tom Temprano,NA
SPUR,"Member, State Assembly, District 17",David Chiu,NA
SPUR,"Member, State Assembly, District 17",Matthew Del Carlo,NA
SPUR,"Member, State Assembly, District 19","Carlos ""Chuck"" Taylor",NA
SPUR,"Member, State Assembly, District 19",Phil Ting,NA
SPUR,"State Senator, District 11",Jane Kim,NA
SPUR,"State Senator, District 11",Scott Wiener,NA
SPUR,"United States Representative, District 12",Nancy Pelosi,NA
SPUR,"United States Representative, District 12",Preston Picus,NA
SPUR,"United States Representative, District 13",Barbara Lee,NA
